id_pncp_item_compra,cod_compra,cod_item_compra,numero_item_pncp,numero_grupo,numero_item_compra,descricao_resumida,material_ou_servico,valor_unitario_estimado,valor_total,quantidade,unidade_medida,orcamento_sigiloso,item_categoria_id_pncp,item_categoria_nome,criterio_julgamento_id_pncp,criterio_julgamento_nome,situacao_compra_item,situacao_compra_item_nome,tipo_beneficio,tipo_beneficio_nome,incentivo_produtivo_basico,data_inclusao_pncp,data_atualizacao_pncp,tem_resultado,ID_contratacao_PNCP,cod_fornecedor,nome_fornecedor,data_resultado,valor_total_resultado,valor_unitario_resultado,quantidade_resultado,id_compra,id_compra_item,ano_compra,sequencial_compra,orgao_entidade_cnpj,unidade_orgao_codigo_unidade,margem_preferencia_normal,margem_preferencia_adicional,numero_controle_PNCP_compra
49219587,10042157,48008025,81,0,81,CONFECÇÃO / INSTALAÇÃO ETIQUETA PERSONALIZADA - ADESIVO,Serviço,17.25,3450.0,200.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,True,00394429000100-1-000153/2026,58600411000106.0,GUERRA COMERCIO E SERVICOS LTDA,2026-04-26,3140.0,15.7,200.0,12006005900112026,1200600590011202600081,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219588,10042157,48008026,82,0,82,GRÁFICO - IMPRESSÃO ETIQUETA,Serviço,0.02,20.0,1000.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,5,Fracassado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,,00394429000100-1-000153/2026,,,,,,,12006005900112026,1200600590011202600082,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219589,10042157,48008027,83,0,83,GRÁFICO - IMPRESSÃO ETIQUETA,Serviço,0.02,20.0,1000.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,5,Fracassado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,,00394429000100-1-000153/2026,,,,,,,12006005900112026,1200600590011202600083,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219590,10042157,48008028,84,0,84,GRÁFICO - IMPRESSÃO ETIQUETA,Serviço,1.3,650.0,500.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,True,00394429000100-1-000153/2026,6330279000158.0,CRYSTAL DOURADO ADESIVOS LTDA,2026-04-26,575.0,1.15,500.0,12006005900112026,1200600590011202600084,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219591,10042157,48008029,85,0,85,GRÁFICO - IMPRESSÃO ETIQUETA,Serviço,1.18,590.0,500.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,True,00394429000100-1-000153/2026,6330279000158.0,CRYSTAL DOURADO ADESIVOS LTDA,2026-04-26,530.0,1.06,500.0,12006005900112026,1200600590011202600085,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219592,10042157,48008030,86,0,86,CONFECÇÃO / INSTALAÇÃO ETIQUETA PERSONALIZADA - ADESIVO,Serviço,17.25,1725.0,100.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,True,00394429000100-1-000153/2026,31709675000138.0,DIGIFLEX SOLUCOES INTEGRADAS LTDA,2026-04-26,1229.0,12.29,100.0,12006005900112026,1200600590011202600086,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219593,10042157,48008031,87,0,87,CONFECÇÃO / INSTALAÇÃO ETIQUETA PERSONALIZADA - ADESIVO,Serviço,101.95,2650.7,26.0,M2,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-01-30 07:10:41,2026-04-26 18:11:49,True,00394429000100-1-000153/2026,63102808000108.0,JULIAN DECORACOES LTDA,2026-04-26,1819.74,69.99,26.0,12006005900112026,1200600590011202600087,2026,153,394429000100,120060,False,False,00394429000100-1-000153/2026
49219594,10222616,49702081,1,0,1,Instalação / manutenção - porta / cancela / portão,Serviço,5189.25,72649.5,14.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-03-06 07:11:35,2026-04-26 18:12:06,True,00394429000100-1-000351/2026,56923768000191.0,LP TECNOLOGIA & SEGURANCA LTDA,2026-04-26,48720.0,3480.0,14.0,12006005900242026,1200600590024202600001,2026,351,394429000100,120060,False,False,00394429000100-1-000351/2026
49219595,9805827,45181154,4,0,4,Papel Para Impressão Formatado,Material,203.99,142793.0,700.0,"Embalagem 250,00 FL",False,3,Informática (TIC),1,Menor preço,2,Homologado,5,Não se aplica,False,2025-12-05 07:05:06,2026-04-26 16:28:36,True,00394445000101-1-000289/2025,39435028000863.0,ECOMMERCE HN LTDA,2026-02-25,125979.0,179.97,700.0,15200405900282025,1520040590028202500004,2025,289,394445000101,152004,False,False,00394445000101-1-000289/2025
49219595,9805827,45181154,4,0,4,Papel Para Impressão Formatado,Material,203.99,142793.0,700.0,"Embalagem 250,00 FL",False,3,Informática (TIC),1,Menor preço,2,Homologado,5,Não se aplica,False,2025-12-05 07:05:06,2026-04-26 16:28:36,True,00394445000101-1-000289/2025,39435028000863.0,ECOMMERCE HN LTDA,2026-04-13,125979.0,179.97,700.0,15200405900282025,1520040590028202500004,2025,289,394445000101,152004,False,False,00394445000101-1-000289/2025
49219595,9805827,45181154,4,0,4,Papel Para Impressão Formatado,Material,203.99,142793.0,700.0,"Embalagem 250,00 FL",False,3,Informática (TIC),1,Menor preço,2,Homologado,5,Não se aplica,False,2025-12-05 07:05:06,2026-04-26 16:28:36,True,00394445000101-1-000289/2025,51643485000172.0,LUCAS O. SANTOS LTDA,2026-04-26,142786.0,203.98,700.0,15200405900282025,1520040590028202500004,2025,289,394445000101,152004,False,False,00394445000101-1-000289/2025
49209281,9735805,44274881,1,0,1,Balcão térmico,Material,4812.0,129924.0,27.0,Unidade,False,3,Informática (TIC),1,Menor preço,5,Fracassado,5,Não se aplica,False,2025-11-25 07:03:27,2026-04-26 22:51:30,,00394452000103-1-023369/2025,,,,,,,16049405900052025,1604940590005202500001,2025,23369,394452000103,160494,False,False,00394452000103-1-023369/2025
49219599,10493110,52360803,1,0,1,"DETERGENTE SANEANTE ASPECTO FÍSICO: LÍQUIDO, CARACTERÍSTICA ADICIONAL: CONCENTRADO, COMPOSIÇÃO: ALQUILAMINA Detergente Super concentrado, A.T.E (Alto Teor de Espuma)- pH: 7,0 a 7,5 (neutro)- Aspecto: líquido homogêneo- Viscosidade: média e estável- Rendimento mínimo: 1:10- Rendimento Máximo: 1:50. Conforme as especificações do Termo de Referência.",Material,127.5,2550.0,20.0,Unidade,False,3,Informática (TIC),1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2026-04-26 22:11:22,2026-04-26 22:14:23,,00394452000103-1-008269/2026,,,,,,,16004506001332026,1600450600133202600001,2026,8269,394452000103,160045,False,False,00394452000103-1-008269/2026
49219600,10492432,52358496,1,0,1,Construção / manutenção / reforma - telhado Construção / manutenção / reforma - telhado,Serviço,24400.08,24400.08,1.0,UNIDADE,False,3,Informática (TIC),1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2026-04-26 14:44:03,2026-04-26 14:47:04,,00394452000103-1-008268/2026,,,,,,,16027806001362026,1602780600136202600001,2026,8268,394452000103,160278,False,False,00394452000103-1-008268/2026
49219604,10492587,52359538,1,0,1,Curso Aperfeiçoamento / Especialização Profissional Curso Aperfeiçoamento / Especialização Profissional,Serviço,4800.0,4800.0,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 19:21:29,2026-04-26 19:24:29,True,00509018000113-1-000864/2026,21922841000126.0,WE GOV - TREINAMENTO PARA GESTAO PUBLICA LTDA,2026-04-26,4800.0,4800.0,1.0,7002007000052026,0700200700005202600001,2026,864,509018000113,70020,False,False,00509018000113-1-000864/2026
49219605,10493076,52360691,1,0,1,Curso Aperfeiçoamento / Especialização Profissional Curso Aperfeiçoamento / Especialização Profissional,Serviço,2700.0,2700.0,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 21:19:29,2026-04-26 21:22:30,True,00509018000113-1-000865/2026,12095355000190.0,NADIA APARECIDA DALL AGNOL - CONSULTORIA,2026-04-26,2700.0,2700.0,1.0,7002007000062026,0700200700006202600001,2026,865,509018000113,70020,False,False,00509018000113-1-000865/2026
49219608,10492534,52359055,1,0,1,Seminário / Palestra Seminário / Palestra,Serviço,1200.0,2400.0,2.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 17:53:12,2026-04-26 17:56:12,True,00509968000148-1-001148/2026,21922841000126.0,WE GOV - TREINAMENTO PARA GESTAO PUBLICA LTDA,2026-04-26,2400.0,1200.0,2.0,8002007000522026,0800200700052202600001,2026,1148,509968000148,80020,False,False,00509968000148-1-001148/2026
49219609,10492568,52359124,1,0,1,Seminário / Palestra Seminário / Palestra,Serviço,1791.0,1791.0,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 18:40:14,2026-04-26 18:43:15,True,00509968000148-1-001149/2026,10770168000130.0,GRAMADO SUMMIT EVENTOS DE INOVACAO LTDA,2026-04-26,1791.0,1791.0,1.0,8002007000532026,0800200700053202600001,2026,1149,509968000148,80020,False,False,00509968000148-1-001149/2026
49219610,10492583,52359537,1,0,1,Seminário / Palestra Seminário / Palestra,Serviço,2790.0,2790.0,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 19:15:06,2026-04-26 19:18:06,True,00509968000148-1-001150/2026,6012731000133.0,"ONE CURSOS - TREINAMENTO, DESENVOLVIMENTO E CAPACITACAO LTDA",2026-04-26,2790.0,2790.0,1.0,8002007000542026,0800200700054202600001,2026,1150,509968000148,80020,False,False,00509968000148-1-001150/2026
49219611,10493102,52360797,1,0,1,Seminário / palestra Seminário / palestra,Serviço,4800.0,4800.0,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 21:42:45,2026-04-26 21:45:46,True,00509968000148-1-001151/2026,42645775000164.0,MARCUS PERILLO ODONTOLOGIA ESTETICA LTDA,2026-04-26,4800.0,4800.0,1.0,8002007000552026,0800200700055202600001,2026,1151,509968000148,80020,False,False,00509968000148-1-001151/2026
49219612,10492500,52358988,1,0,1,Seminário / Palestra Seminário / Palestra,Serviço,4590.0,4590.0,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 16:54:14,2026-04-26 16:57:15,True,00509968000148-1-001147/2026,44825501000263.0,INFOCO-RH LTDA,2026-04-26,4590.0,4590.0,1.0,8002007000512026,0800200700051202600001,2026,1147,509968000148,80020,False,False,00509968000148-1-001147/2026
49219613,10492371,52358360,1,0,1,"Treinamento na Área de Administração Pública Vincula-se a Nota de Empenho ao Termo de Referência. O pagamento será efetuado por meio de depósito bancário no valor total de R$ 1.651,80 (um mil seiscentos e cinquenta e um reais e oitenta centavos). No caso de descumprimento de qualquer condição pactuada, a contratada ficará sujeita às sanções previstas nos art. 155 a 163 da lei 14.133/2021.",Serviço,1651.8,1651.8,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 13:21:44,2026-04-26 13:24:46,True,00627612000109-1-000057/2026,5052756518.0,ISRAEL MARQUES CAMPOS,2026-04-26,1651.8,1651.8,1.0,11470207001112026,1147020700111202600001,2026,57,627612000109,114702,False,False,00627612000109-1-000057/2026
49219614,10492393,52358423,1,0,1,"Treinamento na Área de Administração Pública Vincula-se a Nota de Empenho ao Termo de Referência. O pagamento será efetuado por meio de depósito bancário no valor total de R$ 1.651,80 (um mil seiscentos e cinquenta e um reais e oitenta centavos). No caso de descumprimento de qualquer condição pactuada, a contratada ficará sujeita às sanções previstas nos art. 155 a 163 da lei 14.133/2021.",Serviço,1651.8,1651.8,1.0,UNIDADE,False,3,Informática (TIC),7,Não se aplica,2,Homologado,5,Não se aplica,False,2026-04-26 13:38:26,2026-04-26 13:41:27,True,00627612000109-1-000058/2026,30832653870.0,DEBORA REGINA DE ALMEIDA BARBOZA,2026-04-26,1651.8,1651.8,1.0,11470207001122026,1147020700112202600001,2026,58,627612000109,114702,False,False,00627612000109-1-000058/2026
49219615,10442592,51885698,1,0,1,"Indicador Biológico tipo: terceira geração, apresentação: autocontido, ampola com meio de cultura, espécie: geobacillus stearothermophilus, características adicionais: resposta a partir de 20 minutos, aplicação: para esterilização a vapor SIGE 51992 - Indicador Biológico (Caixa com 50 Unidades). Indicador biológico para a monitorização e avaliação dos ciclos de esterilização em autoclaves a vapor. Quando a esterilização for bem sucedida a ampola teste permanecerá roxa e a ampola(...)",Material,217.57,3045.98,14.0,Unidade,False,3,Informática (TIC),1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2026-04-15 09:37:42,2026-04-26 15:04:37,True,17879859000115-1-000031/2026,10709819000186.0,"KENYA CARRILO -  MATERIAIS,  VESTUARIO, EQUIPAMENTOS E PROMOCAO DE VENDAS LTDA",2026-04-26,2095.1,149.65,14.0,15302806000332026,1530280600033202600001,2026,31,17879859000115,153028,False,False,17879859000115-1-000031/2026
